device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity
608130419,6514489461167,"(0.23239555954933167, 0.40986767411231995)","(-120.60909271240234, 173.48834228515625, 52.50283432006836)",1,2.0081787109375,1,"(-83.25592041015625, 4.495750427246094, 594.5294189453125)","(0.6912626028060913, 0.48379620909690857, 0.342132031917572)",1,"(0.22546172142028809, 0.4074666500091553)","(-124.28507995605469, 174.16119384765625, 52.7476806640625)",1,2.079925537109375,1,"(-20.43067169189453, 9.262977600097656, 595.731689453125)","(0.5478387475013733, 0.4722347855567932, 0.333333283662796)",1
608138752,6514489469500,"(0.230218768119812, 0.40980395674705505)","(-121.76312255859375, 173.5061798095703, 52.50934600830078)",1,2.003936767578125,1,"(-83.28707122802734, 4.504489421844482, 594.5621337890625)","(0.6913215517997742, 0.4837786853313446, 0.34221217036247253)",1,"(0.2248515486717224, 0.40389567613601685)","(-124.60855102539062, 175.16184997558594, 53.111915588378906)",1,2.065155029296875,1,"(-20.45049476623535, 9.28118896484375, 595.76953125)","(0.5478808879852295, 0.4721967279911041, 0.33341822028160095)",1
608147086,6514489477834,"(0.23080717027187347, 0.40405794978141785)","(-121.4511947631836, 175.1163787841797, 53.09538269042969)",1,2.0201263427734375,1,"(-83.30733489990234, 4.514623641967773, 594.546630859375)","(0.6913734078407288, 0.4837552011013031, 0.342185378074646)",1,"(0.22520622611045837, 0.41053953766822815)","(-124.4205093383789, 173.30007934570312, 52.434288024902344)",1,2.0680694580078125,1,"(-20.473957061767578, 9.306427955627441, 595.845947265625)","(0.5479279160499573, 0.47214579582214355, 0.333587646484375)",1
608155417,6514489486165,"(0.23079612851142883, 0.40578392148017883)","(-121.45703887939453, 174.63272094726562, 52.91933059692383)",1,1.9962310791015625,1,"(-83.32015991210938, 4.515756130218506, 594.4417724609375)","(0.6914406418800354, 0.48374706506729126, 0.341963529586792)",1,"(0.22350886464118958, 0.40891745686531067)","(-125.32038116455078, 173.754638671875, 52.5997200012207)",1,2.07244873046875,1,"(-20.52155303955078, 9.315714836120605, 595.931396484375)","(0.5480290055274963, 0.47213175892829895, 0.33377739787101746)",1
608163750,6514489494498,"(0.22695215046405792, 0.4045450687408447)","(-123.49492645263672, 174.97988891601562, 53.045677185058594)",1,1.9921875,1,"(-83.38202667236328, 4.520442485809326, 594.588134765625)","(0.6915279030799866, 0.48374539613723755, 0.34229737520217896)",1,"(0.2136852741241455, 0.41179347038269043)","(-130.52835083007812, 172.9486846923828, 52.3064079284668)",1,2.0830230712890625,1,"(-20.57256507873535, 9.322774887084961, 595.9090576171875)","(0.5481476187705994, 0.4721148908138275, 0.3337332010269165)",1
608172084,6514489502832,"(0.22759415209293365, 0.4075886607170105)","(-123.1545639038086, 174.1269989013672, 52.73523712158203)",1,1.9815826416015625,1,"(-83.39928436279297, 4.523380756378174, 594.53271484375)","(0.6915873289108276, 0.4837358891963959, 0.342183381319046)",1,"(0.21727599203586578, 0.40898439288139343)","(-128.62474060058594, 173.73587036132812, 52.5928840637207)",1,2.0737762451171875,1,"(-20.596092224121094, 9.335153579711914, 595.8873291015625)","(0.5482035279273987, 0.4720856845378876, 0.3336886167526245)",1
608180422,6514489511170,"(0.22810402512550354, 0.4049825370311737)","(-122.88424682617188, 174.85726928710938, 53.001068115234375)",1,2.0069122314453125,1,"(-83.42180633544922, 4.531783103942871, 594.5169677734375)","(0.6916443705558777, 0.4837163984775543, 0.3421565890312195)",1,"(0.22057810425758362, 0.4156956374645233)","(-126.8741226196289, 171.85520935058594, 51.908409118652344)",1,2.072052001953125,1,"(-20.6213436126709, 9.347620964050293, 595.9339599609375)","(0.5482571125030518, 0.4720613360404968, 0.33379265666007996)",1
608188756,6514489519504,"(0.22924821078777313, 0.3995160162448883)","(-122.27765655517578, 176.38912963867188, 53.55863571166992)",1,1.9916839599609375,1,"(-83.46183776855469, 4.539223670959473, 594.5775146484375)","(0.691713273525238, 0.48370346426963806, 0.34229934215545654)",1,"(0.22109980881214142, 0.41597992181777954)","(-126.59754180908203, 171.7755584716797, 51.87940979003906)",1,2.0660552978515625,1,"(-20.642433166503906, 9.352997779846191, 595.9224853515625)","(0.5483063459396362, 0.47204867005348206, 0.33376967906951904)",1
608197089,6514489527837,"(0.2277834415435791, 0.4035256505012512)","(-123.0542221069336, 175.2655487060547, 53.1496467590332)",1,1.9995269775390625,1,"(-83.48558807373047, 4.540407657623291, 594.5204467773438)","(0.6917880177497864, 0.48369795083999634, 0.3421836495399475)",1,"(0.2189575880765915, 0.4113456606864929)","(-127.73323822021484, 173.07418823242188, 52.3520622253418)",1,2.0614013671875,1,"(-20.66543960571289, 9.355072975158691, 595.8717041015625)","(0.5483636260032654, 0.4720405340194702, 0.333661288022995)",1
608205423,6514489536171,"(0.22421176731586456, 0.3988705575466156)","(-124.94773864746094, 176.57003784179688, 53.624454498291016)",1,1.9799041748046875,1,"(-83.5125503540039, 4.542860984802246, 594.5438842773438)","(0.6918407082557678, 0.48369407653808594, 0.3422423005104065)",1,"(0.21667908132076263, 0.411126047372818)","(-128.94117736816406, 173.13571166992188, 52.374473571777344)",1,2.0704498291015625,1,"(-20.68276596069336, 9.353960037231445, 595.772216796875)","(0.5484122037887573, 0.4720360040664673, 0.3334464728832245)",1
608213756,6514489544504,"(0.22539107501506805, 0.4007444679737091)","(-124.32252502441406, 176.04490661621094, 53.433311462402344)",1,1.9843292236328125,1,"(-83.53196716308594, 4.543488025665283, 594.5180053710938)","(0.6918942928314209, 0.4836915135383606, 0.3421924114227295)",1,"(0.21479441225528717, 0.4115435481071472)","(-129.94032287597656, 173.0187225341797, 52.331871032714844)",1,2.0555877685546875,1,"(-20.700912475585938, 9.353808403015137, 595.6929931640625)","(0.5484609007835388, 0.47203072905540466, 0.333275705575943)",1
608222089,6514489552837,"(0.2291337102651596, 0.40393346548080444)","(-122.33838653564453, 175.15126037597656, 53.10807418823242)",1,1.9876556396484375,1,"(-83.54805755615234, 4.543811798095703, 594.5137329101562)","(0.6919323205947876, 0.4836907684803009, 0.3421880304813385)",1,"(0.219209685921669, 0.4097500741481781)","(-127.59957885742188, 173.5212860107422, 52.51481628417969)",1,2.0734710693359375,1,"(-20.717987060546875, 9.35496711730957, 595.7017822265625)","(0.5484991073608398, 0.4720289707183838, 0.33329614996910095)",1
608230423,6514489561171,"(0.22982683777809143, 0.3943903148174286)","(-121.97090911865234, 177.8255157470703, 54.081363677978516)",1,1.9864654541015625,1,"(-83.54725646972656, 4.5416083335876465, 594.4024658203125)","(0.6919711828231812, 0.48368966579437256, 0.34194812178611755)",1,"(0.21629959344863892, 0.4067654013633728)","(-129.14236450195312, 174.35768127441406, 52.819236755371094)",1,2.06201171875,1,"(-20.727867126464844, 9.355287551879883, 595.6808471679688)","(0.5485236644744873, 0.47202685475349426, 0.33325156569480896)",1
608238756,6514489569504,"(0.22575584053993225, 0.4041052758693695)","(-124.12913513183594, 175.10311889648438, 53.09052658081055)",1,1.968841552734375,1,"(-83.57040405273438, 4.545648574829102, 594.4371337890625)","(0.6920111179351807, 0.4836827218532562, 0.34202998876571655)",1,"(0.21882829070091248, 0.40383169054985046)","(-127.8017807006836, 175.17979431152344, 53.118404388427734)",1,2.0552520751953125,1,"(-20.742359161376953, 9.359554290771484, 595.7491455078125)","(0.548550546169281, 0.47202247381210327, 0.33340123295783997)",1
608247089,6514489577837,"(0.22986310720443726, 0.3932704031467438)","(-121.95169067382812, 178.1393280029297, 54.19562530517578)",1,1.9989166259765625,1,"(-83.58440399169922, 4.547519683837891, 594.443115234375)","(0.692040741443634, 0.48367902636528015, 0.3420471251010895)",1,"(0.21779108047485352, 0.40472060441970825)","(-128.35166931152344, 174.9307098388672, 53.02776336669922)",1,2.047332763671875,1,"(-20.754621505737305, 9.36435604095459, 595.7681884765625)","(0.548576831817627, 0.4720132648944855, 0.333443820476532)",1
608255423,6514489586171,"(0.23064792156219482, 0.3966696858406067)","(-121.53561401367188, 177.186767578125, 53.84890365600586)",1,1.96588134765625,1,"(-83.60472869873047, 4.55132532119751, 594.4683837890625)","(0.6920776963233948, 0.4836720824241638, 0.34210774302482605)",1,"(0.2198823094367981, 0.39985913038253784)","(-127.24299621582031, 176.29299926757812, 53.52360916137695)",1,2.0828857421875,1,"(-20.769039154052734, 9.371337890625, 595.8359375)","(0.5486037135124207, 0.47200265526771545, 0.33359241485595703)",1
608263756,6514489594504,"(0.23018595576286316, 0.3935824930667877)","(-121.780517578125, 178.0518798828125, 54.16377639770508)",1,2.00634765625,1,"(-83.6104507446289, 4.552171230316162, 594.4160766601562)","(0.6921098232269287, 0.48366740345954895, 0.341996967792511)",1,"(0.21987836062908173, 0.3980177044868469)","(-127.24507904052734, 176.80902099609375, 53.7114143371582)",1,2.0828857421875,1,"(-20.777507781982422, 9.378190994262695, 595.86474609375)","(0.5486205220222473, 0.4719895124435425, 0.3336562514305115)",1
608272089,6514489602837,"(0.2297913134098053, 0.39115649461746216)","(-121.98973083496094, 178.731689453125, 54.41123580932617)",1,2.0015716552734375,1,"(-83.60986328125, 4.556699752807617, 594.395751953125)","(0.6921159625053406, 0.48365604877471924, 0.341953307390213)",1,"(0.221556156873703, 0.40295952558517456)","(-126.35560607910156, 175.42417907714844, 53.2074089050293)",1,2.065765380859375,1,"(-20.785091400146484, 9.385595321655273, 595.884033203125)","(0.5486361384391785, 0.47197425365448, 0.33369922637939453)",1
608280423,6514489611171,"(0.22554272413253784, 0.3880506753921509)","(-124.24212646484375, 179.60202026367188, 54.72798538208008)",1,1.9763336181640625,1,"(-83.60914611816406, 4.5597429275512695, 594.3452758789062)","(0.6921328902244568, 0.4836463928222656, 0.3418446481227875)",1,"(0.221198171377182, 0.40124571323394775)","(-126.54537963867188, 175.90443420410156, 53.38218688964844)",1,2.06329345703125,1,"(-20.792617797851562, 9.390546798706055, 595.9032592773438)","(0.5486516356468201, 0.47196459770202637, 0.33374181389808655)",1
608288756,6514489619504,"(0.22713518142700195, 0.3870520293712616)","(-123.39789581298828, 179.8818817138672, 54.829830169677734)",1,2.0043792724609375,1,"(-83.61546325683594, 4.567986488342285, 594.353759765625)","(0.6921442747116089, 0.4836283028125763, 0.341865211725235)",1,"(0.2192506343126297, 0.40172070264816284)","(-127.577880859375, 175.77134704589844, 53.33375930786133)",1,2.06353759765625,1,"(-20.790727615356445, 9.398408889770508, 595.8837890625)","(0.5486491918563843, 0.4719453752040863, 0.333700031042099)",1
608297089,6514489627837,"(0.22487296164035797, 0.38686272501945496)","(-124.59720611572266, 179.9349365234375, 54.849178314208984)",1,2.00152587890625,1,"(-83.61528778076172, 4.5771484375, 594.3532104492188)","(0.6921440958976746, 0.48360753059387207, 0.3418644070625305)",1,"(0.21827788650989532, 0.3992725908756256)","(-128.0935821533203, 176.45733642578125, 53.58348846435547)",1,2.059783935546875,1,"(-20.792694091796875, 9.405899047851562, 595.844482421875)","(0.5486574172973633, 0.47192567586898804, 0.33361539244651794)",1
608305423,6514489636171,"(0.23332124948501587, 0.3918626606464386)","(-120.11833953857422, 178.53379821777344, 54.339210510253906)",1,1.987213134765625,1,"(-83.57997131347656, 4.5928239822387695, 594.292724609375)","(0.6920861601829529, 0.48356831073760986, 0.34172457456588745)",1,"(0.22074106335639954, 0.3957834541797638)","(-126.78771209716797, 177.43508911132812, 53.939308166503906)",1,2.063385009765625,1,"(-20.74567985534668, 9.406373977661133, 595.8282470703125)","(0.5485515594482422, 0.47192272543907166, 0.333576500415802)",1
608313757,6514489644505,"(0.262756884098053, 0.4046857953071594)","(-104.51306915283203, 174.94044494628906, 53.031314849853516)",1,1.9953765869140625,1,"(-83.39888763427734, 4.613153457641602, 594.0866088867188)","(0.6917503476142883, 0.48350855708122253, 0.34122779965400696)",1,"(0.264506071805954, 0.39627790451049805)","(-103.58573913574219, 177.29653930664062, 53.88890075683594)",1,2.064453125,1,"(-20.630752563476562, 9.400209426879883, 595.698486328125)","(0.5483007431030273, 0.47192537784576416, 0.33328577876091003)",1
608322090,6514489652838,"(0.2787051498889923, 0.4202708899974823)","(-96.05810546875, 170.5731201171875, 51.441768646240234)",1,2.0353851318359375,1,"(-83.29976654052734, 4.630395889282227, 594.1035766601562)","(0.691519021987915, 0.48346906900405884, 0.34123560786247253)",1,"(0.27157095074653625, 0.3962966501712799)","(-99.84029388427734, 177.29127502441406, 53.886993408203125)",1,2.0915679931640625,1,"(-20.511260986328125, 9.39321517944336, 595.6962890625)","(0.5480278730392456, 0.471939355134964, 0.3332715928554535)",1
608330424,6514489661172,"(0.2854897379875183, 0.41654151678085327)","(-92.46125030517578, 171.61819458007812, 51.822086334228516)",1,2.0285491943359375,1,"(-83.25320434570312, 4.639792442321777, 594.0145874023438)","(0.6914457678794861, 0.4834422767162323, 0.3410307466983795)",1,"(0.275721937417984, 0.39016833901405334)","(-97.6396484375, 179.00860595703125, 54.51200485229492)",1,2.0778961181640625,1,"(-20.47686767578125, 9.385473251342773, 595.6492309570312)","(0.5479534268379211, 0.471952885389328, 0.33316636085510254)",1
608338757,6514489669505,"(0.286258727312088, 0.4108860194683075)","(-92.0535888671875, 173.20297241210938, 52.398983001708984)",1,1.99737548828125,1,"(-83.27285766601562, 4.634178161621094, 594.01953125)","(0.69148850440979, 0.4834555387496948, 0.34104692935943604)",1,"(0.2756098806858063, 0.3959539830684662)","(-97.69905090332031, 177.3872833251953, 53.92193603515625)",1,2.07855224609375,1,"(-20.48290252685547, 9.382246017456055, 595.638916015625)","(0.5479681491851807, 0.47195950150489807, 0.3331442177295685)",1
608347090,6514489677838,"(0.28820279240608215, 0.41151297092437744)","(-91.02294158935547, 173.02728271484375, 52.33501052856445)",1,2.0135955810546875,1,"(-83.2940902709961, 4.612260818481445, 594.044189453125)","(0.6915274858474731, 0.4835067391395569, 0.341105192899704)",1,"(0.2761218845844269, 0.3931225836277008)","(-97.42762756347656, 178.1807403564453, 54.210723876953125)",1,2.0579681396484375,1,"(-20.492618560791016, 9.375919342041016, 595.6085815429688)","(0.547993004322052, 0.47197166085243225, 0.333078533411026)",1
608355424,6514489686172,"(0.2875339984893799, 0.41293877363204956)","(-91.37751007080078, 172.6277618408203, 52.189579010009766)",1,2.0305633544921875,1,"(-83.31147766113281, 4.5949907302856445, 594.0596923828125)","(0.6915611028671265, 0.4835468530654907, 0.3411427438259125)",1,"(0.276981383562088, 0.3969719111919403)","(-96.97196197509766, 177.10206604003906, 53.8181266784668)",1,2.0582122802734375,1,"(-20.494224548339844, 9.3637113571167, 595.5396118164062)","(0.5480026602745056, 0.4719941020011902, 0.3329280614852905)",1
608363757,6514489694505,"(0.2865726351737976, 0.4086029529571533)","(-91.88715362548828, 173.84274291992188, 52.63181686401367)",1,2.0101776123046875,1,"(-83.32377624511719, 4.578856468200684, 594.0565185546875)","(0.6915900111198425, 0.48358339071273804, 0.3411387503147125)",1,"(0.27387118339538574, 0.3991541564464569)","(-98.62083435058594, 176.49053955078125, 53.595550537109375)",1,2.0697479248046875,1,"(-20.4997501373291, 9.354765892028809, 595.4995727539062)","(0.5480188727378845, 0.4720114767551422, 0.3328408896923065)",1
608372090,6514489702838,"(0.28740978240966797, 0.3999369144439697)","(-91.44335174560547, 176.2711944580078, 53.51570510864258)",1,1.989349365234375,1,"(-83.3330078125, 4.564137935638428, 593.9835205078125)","(0.6916374564170837, 0.4836128056049347, 0.340983510017395)",1,"(0.27383583784103394, 0.40829944610595703)","(-98.63957977294922, 173.92779541015625, 52.662757873535156)",1,2.07843017578125,1,"(-20.508161544799805, 9.346860885620117, 595.43896484375)","(0.548043429851532, 0.47202491760253906, 0.332709401845932)",1
608380424,6514489711172,"(0.2871273159980774, 0.3999260365962982)","(-91.59310913085938, 176.2742462158203, 53.51682662963867)",1,1.999725341796875,1,"(-83.34925842285156, 4.5550079345703125, 594.0196533203125)","(0.6916611194610596, 0.48363569378852844, 0.3410656452178955)",1,"(0.2752039134502411, 0.4088378846645355)","(-97.91429138183594, 173.7769317626953, 52.60786819458008)",1,2.0804901123046875,1,"(-20.51442527770996, 9.340604782104492, 595.4193725585938)","(0.5480594635009766, 0.4720377027988434, 0.33266681432724)",1
608388755,6514489719503,"(0.28888776898384094, 0.4006738066673279)","(-90.6597900390625, 176.064697265625, 53.44053649902344)",1,2.0069732666015625,1,"(-83.35972595214844, 4.54695987701416, 594.0072021484375)","(0.6916893124580383, 0.48365336656570435, 0.341041624546051)",1,"(0.2751491963863373, 0.40777215361595154)","(-97.94329071044922, 174.0755615234375, 52.71653366088867)",1,2.078277587890625,1,"(-20.519447326660156, 9.335973739624023, 595.40966796875)","(0.5480718016624451, 0.4720475375652313, 0.33264583349227905)",1
608397090,6514489727838,"(0.2853214740753174, 0.4054080545902252)","(-92.55047607421875, 174.738037109375, 52.95766830444336)",1,2.0024871826171875,1,"(-83.36187744140625, 4.5395708084106445, 593.9761962890625)","(0.6917054653167725, 0.48366838693618774, 0.3409750163555145)",1,"(0.27418768405914307, 0.41222083568573)","(-98.45303344726562, 172.82894897460938, 52.26282501220703)",1,2.0736083984375,1,"(-20.522003173828125, 9.332176208496094, 595.4385986328125)","(0.5480749607086182, 0.4720582365989685, 0.332708477973938)",1
